"Augmented_SMILES,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar",J_Total_flux_kg_m_2h_1
COC1C(C(O)=O)OC(C(O)C1O)C.C1(O)C(C)OC(C(=O)O)C(C1O)OC.CC(O)=O|37.37|30.0|acetic_acid|21.4|20.0|30|13.3|,0.069
O=C(O)C1C(OC)C(O)C(O)C(O1)C.C1(O)C(C(C(O)=O)OC(C)C1O)OC.O=C(C)O|37.37|30.0|acetic_acid|21.4|20.0|30|13.3|,0.069
C1(O)C(OC(C(O)=O)C(C1O)OC)C.O=C(C1OC(C(O)C(O)C1OC)C)O.C(O)(=O)C|37.37|30.0|acetic_acid|21.4|20.0|30|13.3|,0.069
O1C(C)C(O)C(C(OC)C1C(O)=O)O.C1(OC)C(C(C(C)OC1C(O)=O)O)O.OC(=O)C|37.37|30.0|acetic_acid|21.4|20.0|30|13.3|,0.069
C1(O)C(OC(C(C1O)OC)C(=O)O)C.C1(C(C(C(OC1C)C(O)=O)OC)O)O.C(=O)(C)O|37.37|30.0|acetic_acid|21.4|20.0|30|13.3|,0.069
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O|37.37|30.0|acetic_acid|21.4|50.0|30|13.3|,0.477
C1(C(OC)C(C(=O)O)OC(C1O)C)O.OC(C1C(OC)C(C(C(O1)C)O)O)=O.C(O)(C)=O|37.37|30.0|acetic_acid|21.4|50.0|30|13.3|,0.477
O(C1C(O)C(O)C(OC1C(O)=O)C)C.OC(=O)C1OC(C)C(C(C1OC)O)O.C(C)(=O)O|37.37|30.0|acetic_acid|21.4|50.0|30|13.3|,0.477
C1(OC(C(O)C(C1OC)O)C)C(=O)O.COC1C(O)C(O)C(OC1C(=O)O)C.CC(O)=O|37.37|30.0|acetic_acid|21.4|50.0|30|13.3|,0.477
C1(C(C(C(OC1C)C(O)=O)OC)O)O.C1(C(O)=O)C(C(O)C(O)C(O1)C)OC.C(O)(=O)C|37.37|30.0|acetic_acid|21.4|50.0|30|13.3|,0.477
OC(C1C(OC)C(O)C(O)C(O1)C)=O.C(C1OC(C(C(O)C1OC)O)C)(O)=O.O=C(C)O|37.37|30.0|acetic_acid|21.4|50.0|30|13.3|,0.477
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO|37.37|10.0|ethanol|26.5|5.0|30|13.3|,0.028
C1(C(C(OC(C)C1O)C(O)=O)OC)O.O1C(C)C(C(C(C1C(O)=O)OC)O)O.C(C)O|37.37|10.0|ethanol|26.5|5.0|30|13.3|,0.028
OC1C(OC(C(O)=O)C(C1O)OC)C.COC1C(C(O)=O)OC(C)C(C1O)O.OCC|37.37|10.0|ethanol|26.5|5.0|30|13.3|,0.028
OC1C(C(OC(C1OC)C(=O)O)C)O.CC1C(O)C(O)C(OC)C(C(O)=O)O1.C(O)C|37.37|10.0|ethanol|26.5|5.0|30|13.3|,0.028
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO|37.37|10.0|ethanol|26.5|10.0|30|13.3|,0.036
O1C(C(O)C(O)C(OC)C1C(O)=O)C.OC(=O)C1OC(C)C(O)C(O)C1OC.C(O)C|37.37|10.0|ethanol|26.5|10.0|30|13.3|,0.036
O=C(C1C(C(C(C(O1)C)O)O)OC)O.O1C(C(C(C(C1C(O)=O)OC)O)O)C.OCC|37.37|10.0|ethanol|26.5|10.0|30|13.3|,0.036
C1(C)OC(C(C(C1O)O)OC)C(O)=O.OC1C(OC)C(C(=O)O)OC(C)C1O.C(C)O|37.37|10.0|ethanol|26.5|10.0|30|13.3|,0.036
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO|37.37|10.0|ethanol|26.5|15.0|30|13.3|,0.053
OC1C(C(C)OC(C1OC)C(=O)O)O.OC1C(OC(C(=O)O)C(OC)C1O)C.C(C)O|37.37|10.0|ethanol|26.5|15.0|30|13.3|,0.053
O1C(C(C(O)C(O)C1C)OC)C(O)=O.OC(=O)C1OC(C(C(C1OC)O)O)C.OCC|37.37|10.0|ethanol|26.5|15.0|30|13.3|,0.053
C1(C(O)C(O)C(OC)C(O1)C(=O)O)C.C1(C(C(OC)C(C(=O)O)OC1C)O)O.C(O)C|37.37|10.0|ethanol|26.5|15.0|30|13.3|,0.053
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO|37.37|10.0|ethanol|26.5|4.0|50|13.3|,0.098
C1(C(C(O)C(OC)C(C(O)=O)O1)O)C.C1(OC)C(O)C(C(OC1C(O)=O)C)O.OCC|37.37|10.0|ethanol|26.5|4.0|50|13.3|,0.098
C(O)(=O)C1C(C(C(C(O1)C)O)O)OC.O1C(C(O)=O)C(OC)C(C(O)C1C)O.C(C)O|37.37|10.0|ethanol|26.5|4.0|50|13.3|,0.098
O=C(C1OC(C(O)C(C1OC)O)C)O.O(C1C(C(O)C(OC1C(=O)O)C)O)C.C(O)C|37.37|10.0|ethanol|26.5|4.0|50|13.3|,0.098
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO|37.37|10.0|ethanol|26.5|4.0|60|13.3|,0.121
C(C1C(C(C(O)C(C)O1)O)OC)(O)=O.OC(=O)C1C(OC)C(O)C(O)C(O1)C.OCC|37.37|10.0|ethanol|26.5|4.0|60|13.3|,0.121
OC1C(O)C(C)OC(C1OC)C(=O)O.OC1C(C(C)OC(C(=O)O)C1OC)O.C(C)O|37.37|10.0|ethanol|26.5|4.0|60|13.3|,0.121
C(O)(C1OC(C)C(O)C(C1OC)O)=O.C1(O)C(C(OC(C1OC)C(=O)O)C)O.C(O)C|37.37|10.0|ethanol|26.5|4.0|60|13.3|,0.121
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|10.0|ipa|23.5|10.0|30|13.3|,0.133
C(O)(C1C(C(O)C(O)C(O1)C)OC)=O.O(C1C(C(O)=O)OC(C(O)C1O)C)C.C(C)(O)C|37.37|10.0|ipa|23.5|10.0|30|13.3|,0.133
OC1C(C)OC(C(C1O)OC)C(O)=O.C(=O)(C1C(C(O)C(C(C)O1)O)OC)O.C(C)(C)O|37.37|10.0|ipa|23.5|10.0|30|13.3|,0.133
O(C)C1C(OC(C(O)C1O)C)C(O)=O.O1C(C)C(O)C(C(C1C(O)=O)OC)O.CC(O)C|37.37|10.0|ipa|23.5|10.0|30|13.3|,0.133
OC1C(O)C(C)OC(C(=O)O)C1OC.OC1C(C(OC(C)C1O)C(=O)O)OC.C(O)(C)C|37.37|10.0|ipa|23.5|10.0|30|13.3|,0.133
COC1C(OC(C)C(C1O)O)C(=O)O.OC(=O)C1OC(C(O)C(C1OC)O)C.OC(C)C|37.37|10.0|ipa|23.5|10.0|30|13.3|,0.133
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|10.0|ipa|23.5|15.0|30|13.3|,0.167
OC(C1C(OC)C(C(C(O1)C)O)O)=O.C1(C)OC(C(C(O)C1O)OC)C(O)=O.OC(C)C|37.37|10.0|ipa|23.5|15.0|30|13.3|,0.167
OC1C(OC(C(C1O)OC)C(=O)O)C.OC1C(O)C(OC)C(C(O)=O)OC1C.C(O)(C)C|37.37|10.0|ipa|23.5|15.0|30|13.3|,0.167
O(C)C1C(C(O)C(C)OC1C(O)=O)O.C1(C(OC)C(O)C(O)C(O1)C)C(=O)O.CC(O)C|37.37|10.0|ipa|23.5|15.0|30|13.3|,0.167
C1(OC(C)C(C(O)C1OC)O)C(=O)O.C1(C(C(=O)O)OC(C(C1O)O)C)OC.C(C)(O)C|37.37|10.0|ipa|23.5|15.0|30|13.3|,0.167
O(C1C(C(=O)O)OC(C)C(C1O)O)C.C1(OC)C(O)C(O)C(C)OC1C(O)=O.C(C)(C)O|37.37|10.0|ipa|23.5|15.0|30|13.3|,0.167
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO|37.37|10.0|ethanol|26.5|4.0|70|13.3|,0.173
C1(C(C(C(C(=O)O)OC1C)OC)O)O.OC1C(C(C)OC(C(=O)O)C1OC)O.C(O)C|37.37|10.0|ethanol|26.5|4.0|70|13.3|,0.173
O1C(C(O)=O)C(C(C(C1C)O)O)OC.O(C1C(O)C(O)C(C)OC1C(=O)O)C.OCC|37.37|10.0|ethanol|26.5|4.0|70|13.3|,0.173
COC1C(C(C(C)OC1C(O)=O)O)O.O=C(O)C1C(OC)C(O)C(O)C(C)O1.C(C)O|37.37|10.0|ethanol|26.5|4.0|70|13.3|,0.173
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|10.0|ipa|23.5|12.6|40|13.3|,0.183
C1(O)C(OC(C(O)=O)C(OC)C1O)C.O(C1C(C(=O)O)OC(C)C(C1O)O)C.OC(C)C|37.37|10.0|ipa|23.5|12.6|40|13.3|,0.183
C1(C(O)C(O)C(OC)C(O1)C(=O)O)C.C1(C(C(C(C(O1)C)O)O)OC)C(O)=O.C(O)(C)C|37.37|10.0|ipa|23.5|12.6|40|13.3|,0.183
CC1C(C(O)C(OC)C(C(O)=O)O1)O.C1(C(O)C(O)C(OC1C(=O)O)C)OC.C(C)(C)O|37.37|10.0|ipa|23.5|12.6|40|13.3|,0.183
O=C(O)C1OC(C)C(C(C1OC)O)O.COC1C(O)C(O)C(OC1C(O)=O)C.CC(O)C|37.37|10.0|ipa|23.5|12.6|40|13.3|,0.183
C(C1C(C(C(O)C(C)O1)O)OC)(=O)O.O(C)C1C(C(O)C(C)OC1C(=O)O)O.C(C)(O)C|37.37|10.0|ipa|23.5|12.6|40|13.3|,0.183
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|10.0|ipa|23.5|12.6|50|13.3|,0.204
C1(C(C(OC)C(OC1C)C(O)=O)O)O.O(C1C(O)C(C(C)OC1C(O)=O)O)C.OC(C)C|37.37|10.0|ipa|23.5|12.6|50|13.3|,0.204
O(C1C(O)C(C(C)OC1C(=O)O)O)C.COC1C(C(C(OC1C(O)=O)C)O)O.CC(O)C|37.37|10.0|ipa|23.5|12.6|50|13.3|,0.204
C(=O)(O)C1OC(C(O)C(C1OC)O)C.COC1C(C(=O)O)OC(C(O)C1O)C.C(C)(O)C|37.37|10.0|ipa|23.5|12.6|50|13.3|,0.204
O(C)C1C(C(=O)O)OC(C(O)C1O)C.C1(C(O)=O)C(C(O)C(C(C)O1)O)OC.C(C)(C)O|37.37|10.0|ipa|23.5|12.6|50|13.3|,0.204
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|10.0|ipa|23.5|20.0|30|13.3|,0.232
O1C(C)C(C(O)C(OC)C1C(=O)O)O.C1(C(C(C(C(O1)C)O)O)OC)C(=O)O.OC(C)C|37.37|10.0|ipa|23.5|20.0|30|13.3|,0.232
C1(C)C(C(C(OC)C(C(O)=O)O1)O)O.C1(C(=O)O)C(C(O)C(O)C(C)O1)OC.CC(O)C|37.37|10.0|ipa|23.5|20.0|30|13.3|,0.232
OC(C1C(C(C(O)C(O1)C)O)OC)=O.OC1C(O)C(OC)C(C(O)=O)OC1C.C(O)(C)C|37.37|10.0|ipa|23.5|20.0|30|13.3|,0.232
C1(C(C(C(O)=O)OC(C)C1O)OC)O.C1(C(C(O)C(C)OC1C(O)=O)O)OC.C(C)(O)C|37.37|10.0|ipa|23.5|20.0|30|13.3|,0.232
O=C(O)C1C(OC)C(O)C(C(O1)C)O.O(C1C(OC(C)C(C1O)O)C(=O)O)C.C(C)(C)O|37.37|10.0|ipa|23.5|20.0|30|13.3|,0.232
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|10.0|ipa|23.5|12.6|70|13.3|,0.332
C1(O)C(C(C)OC(C(O)=O)C1OC)O.C1(OC(C(O)C(C1OC)O)C)C(=O)O.OC(C)C|37.37|10.0|ipa|23.5|12.6|70|13.3|,0.332
OC1C(C(OC(C)C1O)C(O)=O)OC.O1C(C(O)=O)C(C(C(O)C1C)O)OC.CC(O)C|37.37|10.0|ipa|23.5|12.6|70|13.3|,0.332
C1(C(C(O)=O)OC(C(C1O)O)C)OC.OC1C(C(C(OC1C)C(O)=O)OC)O.C(O)(C)C|37.37|10.0|ipa|23.5|12.6|70|13.3|,0.332
OC1C(C)OC(C(O)=O)C(C1O)OC.C1(C(C(C)OC(C1OC)C(=O)O)O)O.C(C)(O)C|37.37|10.0|ipa|23.5|12.6|70|13.3|,0.332
C1(C)OC(C(=O)O)C(C(C1O)O)OC.OC1C(C(C(C(O)=O)OC1C)OC)O.C(C)(C)O|37.37|10.0|ipa|23.5|12.6|70|13.3|,0.332
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|50.0|ipa|23.5|10.0|30|13.3|,0.062
C1(C(O)=O)OC(C(O)C(C1OC)O)C.O(C)C1C(C(O)C(C)OC1C(=O)O)O.C(O)(C)C|37.37|50.0|ipa|23.5|10.0|30|13.3|,0.062
COC1C(C(C(C)OC1C(=O)O)O)O.COC1C(O)C(O)C(C)OC1C(=O)O.OC(C)C|37.37|50.0|ipa|23.5|10.0|30|13.3|,0.062
C1(C(C(O)C(OC)C(O1)C(O)=O)O)C.OC(C1C(C(O)C(O)C(O1)C)OC)=O.C(C)(C)O|37.37|50.0|ipa|23.5|10.0|30|13.3|,0.062
C1(C)C(C(O)C(C(O1)C(O)=O)OC)O.COC1C(C(C(OC1C(O)=O)C)O)O.CC(O)C|37.37|50.0|ipa|23.5|10.0|30|13.3|,0.062
C1(O)C(OC)C(C(=O)O)OC(C)C1O.C(=O)(C1OC(C)C(O)C(O)C1OC)O.C(C)(O)C|37.37|50.0|ipa|23.5|10.0|30|13.3|,0.062
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|50.0|ipa|23.5|12.6|40|13.3|,0.072
C1(C(O)C(C(OC1C)C(=O)O)OC)O.COC1C(C(C(OC1C(O)=O)C)O)O.CC(O)C|37.37|50.0|ipa|23.5|12.6|40|13.3|,0.072
OC1C(O)C(OC)C(C(O)=O)OC1C.OC1C(O)C(C(C(O)=O)OC1C)OC.C(C)(O)C|37.37|50.0|ipa|23.5|12.6|40|13.3|,0.072
C1(OC(C)C(O)C(C1OC)O)C(=O)O.C1(C(OC(C)C(C1O)O)C(=O)O)OC.C(C)(C)O|37.37|50.0|ipa|23.5|12.6|40|13.3|,0.072
CC1OC(C(O)=O)C(C(O)C1O)OC.COC1C(O)C(C(OC1C(=O)O)C)O.OC(C)C|37.37|50.0|ipa|23.5|12.6|40|13.3|,0.072
C1(C(C)OC(C(=O)O)C(OC)C1O)O.C1(OC)C(O)C(C(OC1C(O)=O)C)O.C(O)(C)C|37.37|50.0|ipa|23.5|12.6|40|13.3|,0.072
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|50.0|ipa|23.5|20.0|30|13.3|,0.075
C1(C(C(O)C(C(C)O1)O)OC)C(=O)O.O(C)C1C(C(C(C)OC1C(=O)O)O)O.CC(O)C|37.37|50.0|ipa|23.5|20.0|30|13.3|,0.075
OC(C1OC(C)C(C(C1OC)O)O)=O.OC1C(C(OC)C(C(O)=O)OC1C)O.OC(C)C|37.37|50.0|ipa|23.5|20.0|30|13.3|,0.075
OC1C(O)C(C)OC(C(=O)O)C1OC.C1(C(O)C(C(OC)C(O1)C(O)=O)O)C.C(C)(C)O|37.37|50.0|ipa|23.5|20.0|30|13.3|,0.075
C1(OC(C(O)C(C1OC)O)C)C(=O)O.C1(C(OC(C(O)C1O)C)C(=O)O)OC.C(C)(O)C|37.37|50.0|ipa|23.5|20.0|30|13.3|,0.075
O(C1C(OC(C(O)C1O)C)C(O)=O)C.OC(=O)C1OC(C)C(C(C1OC)O)O.C(O)(C)C|37.37|50.0|ipa|23.5|20.0|30|13.3|,0.075
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|50.0|ipa|23.5|12.6|50|13.3|,0.08
C1(C(C(C(C(O1)C)O)O)OC)C(O)=O.COC1C(C(O)=O)OC(C)C(C1O)O.C(O)(C)C|37.37|50.0|ipa|23.5|12.6|50|13.3|,0.08
OC(=O)C1C(C(O)C(O)C(O1)C)OC.C1(C(OC(C)C(O)C1O)C(O)=O)OC.CC(O)C|37.37|50.0|ipa|23.5|12.6|50|13.3|,0.08
C1(C(O)=O)C(OC)C(O)C(O)C(O1)C.O(C)C1C(OC(C(C1O)O)C)C(=O)O.OC(C)C|37.37|50.0|ipa|23.5|12.6|50|13.3|,0.08
O(C)C1C(C(C(OC1C(=O)O)C)O)O.C1(O)C(OC)C(OC(C)C1O)C(=O)O.C(C)(O)C|37.37|50.0|ipa|23.5|12.6|50|13.3|,0.08
C1(O)C(OC)C(C(O)=O)OC(C)C1O.C1(OC)C(C(O)=O)OC(C)C(O)C1O.C(C)(C)O|37.37|50.0|ipa|23.5|12.6|50|13.3|,0.08
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|50.0|ipa|23.5|12.6|60|13.3|,0.084
C(=O)(C1OC(C)C(C(O)C1OC)O)O.OC(C1OC(C)C(O)C(C1OC)O)=O.OC(C)C|37.37|50.0|ipa|23.5|12.6|60|13.3|,0.084
C(C1OC(C(C(C1OC)O)O)C)(O)=O.C1(C(OC)C(C(C(O1)C)O)O)C(O)=O.C(O)(C)C|37.37|50.0|ipa|23.5|12.6|60|13.3|,0.084
CC1C(O)C(O)C(C(O1)C(O)=O)OC.CC1OC(C(OC)C(O)C1O)C(O)=O.CC(O)C|37.37|50.0|ipa|23.5|12.6|60|13.3|,0.084
O1C(C(C(C(OC)C1C(=O)O)O)O)C.OC1C(OC(C(C1O)OC)C(O)=O)C.C(C)(C)O|37.37|50.0|ipa|23.5|12.6|60|13.3|,0.084
OC(=O)C1C(C(O)C(C(C)O1)O)OC.OC1C(OC(C(O)=O)C(C1O)OC)C.C(C)(O)C|37.37|50.0|ipa|23.5|12.6|60|13.3|,0.084
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|50.0|ipa|23.5|12.6|70|13.3|,0.087
C1(C)C(O)C(O)C(C(O1)C(O)=O)OC.C1(O)C(O)C(OC(C1OC)C(=O)O)C.C(C)(O)C|37.37|50.0|ipa|23.5|12.6|70|13.3|,0.087
O(C)C1C(O)C(O)C(C)OC1C(=O)O.C1(C(C(C)OC(C1OC)C(O)=O)O)O.CC(O)C|37.37|50.0|ipa|23.5|12.6|70|13.3|,0.087
OC(C1C(C(C(O)C(O1)C)O)OC)=O.OC1C(OC(C(O)=O)C(OC)C1O)C.OC(C)C|37.37|50.0|ipa|23.5|12.6|70|13.3|,0.087
O1C(C)C(C(C(OC)C1C(=O)O)O)O.C1(C(OC)C(OC(C)C1O)C(O)=O)O.C(C)(C)O|37.37|50.0|ipa|23.5|12.6|70|13.3|,0.087
O1C(C(C(O)C(OC)C1C(O)=O)O)C.O=C(O)C1OC(C)C(O)C(C1OC)O.C(O)(C)C|37.37|50.0|ipa|23.5|12.6|70|13.3|,0.087
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|50.0|ipa|23.5|30.0|30|13.3|,0.087
OC(C1OC(C(O)C(O)C1OC)C)=O.O=C(C1C(C(C(C(O1)C)O)O)OC)O.CC(O)C|37.37|50.0|ipa|23.5|30.0|30|13.3|,0.087
C1(C)C(C(O)C(OC)C(O1)C(O)=O)O.C1(C(O)C(C(C(=O)O)OC1C)OC)O.C(C)(C)O|37.37|50.0|ipa|23.5|30.0|30|13.3|,0.087
O1C(C)C(C(C(C1C(O)=O)OC)O)O.C1(C(O)C(C)OC(C1OC)C(O)=O)O.OC(C)C|37.37|50.0|ipa|23.5|30.0|30|13.3|,0.087
OC(=O)C1C(OC)C(O)C(C(C)O1)O.C1(C(OC(C(OC)C1O)C(O)=O)C)O.C(O)(C)C|37.37|50.0|ipa|23.5|30.0|30|13.3|,0.087
OC(C1C(OC)C(O)C(O)C(O1)C)=O.O1C(C(C(O)C(OC)C1C(=O)O)O)C.C(C)(O)C|37.37|50.0|ipa|23.5|30.0|30|13.3|,0.087
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|50.0|ipa|23.5|40.0|30|13.3|,0.127
O(C1C(C(C(C)OC1C(O)=O)O)O)C.O1C(C(C(C(C1C(O)=O)OC)O)O)C.C(C)(C)O|37.37|50.0|ipa|23.5|40.0|30|13.3|,0.127
C(O)(=O)C1C(C(C(C(O1)C)O)O)OC.C1(OC(C)C(C(C1OC)O)O)C(O)=O.C(O)(C)C|37.37|50.0|ipa|23.5|40.0|30|13.3|,0.127
O=C(C1C(OC)C(C(C(O1)C)O)O)O.CC1OC(C(=O)O)C(C(O)C1O)OC.OC(C)C|37.37|50.0|ipa|23.5|40.0|30|13.3|,0.127
CC1OC(C(O)=O)C(C(O)C1O)OC.OC(=O)C1OC(C(O)C(C1OC)O)C.C(C)(O)C|37.37|50.0|ipa|23.5|40.0|30|13.3|,0.127
C1(OC)C(OC(C(O)C1O)C)C(=O)O.O=C(O)C1OC(C)C(O)C(O)C1OC.CC(O)C|37.37|50.0|ipa|23.5|40.0|30|13.3|,0.127
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|50.0|ipa|23.5|50.0|30|13.3|,0.133
O=C(C1C(C(C(O)C(C)O1)O)OC)O.OC1C(C(C)OC(C1OC)C(O)=O)O.OC(C)C|37.37|50.0|ipa|23.5|50.0|30|13.3|,0.133
COC1C(C(O)C(OC1C(=O)O)C)O.C1(O)C(OC(C(C1O)OC)C(O)=O)C.CC(O)C|37.37|50.0|ipa|23.5|50.0|30|13.3|,0.133
O1C(C(C(C(C1C(O)=O)OC)O)O)C.O1C(C(C(O)C(C1C)O)OC)C(=O)O.C(C)(C)O|37.37|50.0|ipa|23.5|50.0|30|13.3|,0.133
COC1C(C(=O)O)OC(C(C1O)O)C.CC1C(O)C(O)C(C(C(=O)O)O1)OC.C(O)(C)C|37.37|50.0|ipa|23.5|50.0|30|13.3|,0.133
OC1C(O)C(C(OC1C)C(O)=O)OC.C1(OC)C(OC(C(C1O)O)C)C(O)=O.C(C)(O)C|37.37|50.0|ipa|23.5|50.0|30|13.3|,0.133
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO|37.37|62.5|ethanol|26.5|10.0|30|13.3|,0.027
OC1C(C(C)OC(C(=O)O)C1OC)O.OC(C1C(OC)C(C(O)C(C)O1)O)=O.OCC|37.37|62.5|ethanol|26.5|10.0|30|13.3|,0.027
CC1C(C(O)C(OC)C(O1)C(=O)O)O.O=C(C1OC(C)C(C(C1OC)O)O)O.C(C)O|37.37|62.5|ethanol|26.5|10.0|30|13.3|,0.027
OC(=O)C1C(C(O)C(C(O1)C)O)OC.CC1OC(C(=O)O)C(C(O)C1O)OC.C(O)C|37.37|62.5|ethanol|26.5|10.0|30|13.3|,0.027
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO|37.37|62.5|ethanol|26.5|20.0|30|13.3|,0.04
OC1C(OC(C(O)=O)C(OC)C1O)C.COC1C(O)C(O)C(C)OC1C(O)=O.C(O)C|37.37|62.5|ethanol|26.5|20.0|30|13.3|,0.04
OC(C1C(C(O)C(O)C(O1)C)OC)=O.C1(O)C(C(C(O)=O)OC(C1O)C)OC.OCC|37.37|62.5|ethanol|26.5|20.0|30|13.3|,0.04
C1(O)C(C)OC(C(OC)C1O)C(=O)O.O=C(C1OC(C)C(C(O)C1OC)O)O.C(C)O|37.37|62.5|ethanol|26.5|20.0|30|13.3|,0.04
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO|37.37|62.5|ethanol|26.5|30.0|30|13.3|,0.042
C(C1C(C(C(C(C)O1)O)O)OC)(O)=O.C1(C(O)C(OC(C1OC)C(O)=O)C)O.OCC|37.37|62.5|ethanol|26.5|30.0|30|13.3|,0.042
OC1C(C(OC)C(C(=O)O)OC1C)O.O(C)C1C(C(C(OC1C(=O)O)C)O)O.C(C)O|37.37|62.5|ethanol|26.5|30.0|30|13.3|,0.042
C1(O)C(OC(C(C1O)OC)C(=O)O)C.O1C(C)C(C(O)C(C1C(=O)O)OC)O.C(O)C|37.37|62.5|ethanol|26.5|30.0|30|13.3|,0.042
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|62.5|ipa|23.5|10.0|30|13.3|,0.067
OC1C(O)C(C(C(O)=O)OC1C)OC.C1(C(C)OC(C(OC)C1O)C(O)=O)O.OC(C)C|37.37|62.5|ipa|23.5|10.0|30|13.3|,0.067
OC1C(O)C(OC(C(O)=O)C1OC)C.C1(C(OC)C(O)C(C(C)O1)O)C(O)=O.CC(O)C|37.37|62.5|ipa|23.5|10.0|30|13.3|,0.067
C1(C)OC(C(C(C1O)O)OC)C(O)=O.C1(C(=O)O)C(C(O)C(C(C)O1)O)OC.C(C)(C)O|37.37|62.5|ipa|23.5|10.0|30|13.3|,0.067
COC1C(C(O)=O)OC(C)C(O)C1O.O(C)C1C(C(=O)O)OC(C(C1O)O)C.C(C)(O)C|37.37|62.5|ipa|23.5|10.0|30|13.3|,0.067
C1(O)C(O)C(OC(C1OC)C(O)=O)C.C1(C(OC(C)C(O)C1O)C(=O)O)OC.C(O)(C)C|37.37|62.5|ipa|23.5|10.0|30|13.3|,0.067
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O|37.37|62.5|ipa|23.5|20.0|30|13.3|,0.122
O(C)C1C(C(=O)O)OC(C)C(O)C1O.C1(C(O)C(C(C)OC1C(=O)O)O)OC.OC(C)C|37.37|62.5|ipa|23.5|20.0|30|13.3|,0.122
C1(OC)C(O)C(C(OC1C(=O)O)C)O.C1(O)C(C)OC(C(C1O)OC)C(O)=O.C(C)(O)C|37.37|62.5|ipa|23.5|20.0|30|13.3|,0.122
C1(O)C(C(OC(C)C1O)C(=O)O)OC.CC1OC(C(=O)O)C(C(O)C1O)OC.CC(O)C|37.37|62.5|ipa|23.5|20.0|30|13.3|,0.122
CC1OC(C(=O)O)C(C(O)C1O)OC.C1(OC)C(OC(C(C1O)O)C)C(O)=O.C(O)(C)C|37.37|62.5|ipa|23.5|20.0|30|13.3|,0.122
COC1C(C(=O)O)OC(C(O)C1O)C.OC1C(O)C(OC)C(C(O)=O)OC1C.C(C)(C)O|37.37|62.5|ipa|23.5|20.0|30|13.3|,0.122
